"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logBB","UNIT {logBB}","logBB {measured, converted}","UNIT {logBB}","Tissue","Dataset","Species","VOC","Drug_Class","DataSetName","comment (chemical)"
"CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3","-","-","142","Fentanyl","A140590","33322142","-","-","0.38","Log unit","0.875","ln unit","Blood","","","","","",""
"OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3","-","-","152","Hydroxyzine","A140590","33322142","-","-","0.58","Log unit","1.335","ln unit","Blood","","","","","",""
"CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4","-","-","340","Fexofenadine","A140590","33322142","-","-","-0.77","Log unit","-1.773","ln unit","","","","","","",""
"CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=NC=CC=C3","-","-","497","Triprolidine","A140590","33322142","-","-","0.77","Log unit","1.773","ln unit","","","","","","",""
"CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO","-","-","498","Dexamethasone","A140590","33322142","-","-","-0.52","Log unit","-1.197","ln unit","","","","","","",""
"CCC(C)C1OC2(CCC1C)CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C6COC7C(O)C(C)=CC(C(=O)O3)C67O)O2","-","-","499","Ivermectin","A140590","33322142","-","-","-1.0","Log unit","-2.303","ln unit","","","","","","",""
"CCOC(=O)N1CCC(CC1)=C2C3=C(CCC4=C2N=CC=C4)C=C(Cl)C=C3","-","-","500","Loratadine","A140590","33322142","-","-","0.2","Log unit","0.4605","ln unit","","","","","","",""
"CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2","-","-","501","meperidine","A140590","33322142","-","-","0.83","Log unit","1.911","ln unit","","","","","","",""
"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2","-","-","502","Methadone","A140590","33322142","-","-","0.6","Log unit","1.382","ln unit","","","","","","",""
"CNS(=O)(=O)CCC1=CC2=C(NC=C2C3CCN(C)CC3)C=C1","-","-","503","Naratriptan","A140590","33322142","-","-","-0.37","Log unit","-0.852","ln unit","","","","","","",""
"CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)C3=CC=CC=C3)C4C5(COC5CC(O)C4(C)C1=O)OC(C)=O)C2(C)C)OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7","-","-","504","Paclitaxel","A140590","33322142","-","-","-0.3","Log unit","-0.6908","ln unit","","","","","","",""
"CN(C)CCC1=CNC2=C1C=C(CN3C=NC=N3)C=C2","-","-","505","Rizatriptan","A140590","33322142","-","-","-0.7","Log unit","-1.612","ln unit","","","","","","",""
"CCC(=O)N(C1=CC=CC=C1)C2(COC)CCN(CCC3=CC=CS3)CC2","-","-","506","sufentanil","A140590","33322142","-","-","0.2","Log unit","0.4605","ln unit","","","","","","",""
"CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1","-","-","507","sumatriptan","A140590","33322142","-","-","-0.88","Log unit","-2.026","ln unit","","","","","","",""
"CN(C)CCC1=CNC2=C1C=C(CC3COC(=O)N3)C=C2","-","-","508","zolmitriptan","A140590","33322142","-","-","-1.01","Log unit","-2.326","ln unit","","","","","","",""
"CC(F)OC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1","-","-","143","FFMZ","A140590","33322142","-","-","-0.09","Log unit","-0.2072","ln unit","Blood","","","","","",""
"CCOC(=O)C1=C2CN(CCF)C(=O)C3=C(C=CC(F)=C3)N2C=N1","-","-","146","fluoroethylfumazrnil","A140590","33322142","-","-","-0.14","Log unit","-0.3224","ln unit","Blood","","","","","",""
"CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2","-","-","148","Fluoxetine","A140590","33322142","-","-","0.36","Log unit","0.8289","ln unit","Plasma","","","","","",""
"CCC(O)(CC(N)=O)C1=CC=CC=C1","-","-","150","HEPP (beta-ethyl-beta-hydroxybenzenepropanamide)","A140590","33322142","-","-","0.04","Log unit","0.0921","ln unit","Blood","","","","","",""
"CN1CN(C2=CC=CC=C2)C3(CCN(CCCC(=O)C4=CSC(I)=C4)CC3)C1=O","-","-","153","I-1","A140590","33322142","-","-","-0.25","Log unit","-0.5756","ln unit","Blood","","","","","",""
"IC=CCN1CCC(COC2=CC=C(C=C2)C#N)CC1","-","-","154","44cyanophenoxymethylpiperidineniodoallyl","A140590","33322142","-","-","1.13","Log unit","2.602","ln unit","Blood","","","","","",""
"CC(C)(C)NC(=O)C1CN(CC2=CN=CC=C2)CCN1CC(O)CC(CC3=CC=CC=C3)C(=O)NC4C(O)CC5=CC=CC=C45","-","-","157","Indinavir","A140590","33322142","-","-","-0.74","Log unit","-1.704","ln unit","Plasma","","","","","",""
"CC1=CC=NC2=C1NC(=O)C3=C(N=CC=C3)N2C4CC4","-","-","174","Nevirapine","A140590","33322142","-","-","0.0","Log unit","0.0","ln unit","Plasma","","","","","",""
"CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O","-","-","232","Stavudine","A140590","33322142","-","-","-0.48","Log unit","-1.105","ln unit","Plasma","","","","","",""
"NC1=NC(N)=C(N=N1)C2=C(Cl)C(Cl)=CC=C2","-","-","159","lamotrigine","A140590","33322142","-","-","0.48","Log unit","1.105","ln unit","Plasma","","","","","",""
"OCC(O)C(O)C(O)C(O)CO","-","-","163","Mannitol","A140590","33322142","-","-","-1.6","Log unit","-3.684","ln unit","Plasma","","","","","",""
"OC(C1CCCCN1)C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F","-","-","164","mefloquine","A140590","33322142","-","-","0.63","Log unit","1.451","ln unit","Plasma","","","","","",""
"CNC(C)CC1=CC=CC=C1","-","-","165","methamphetamine","A140590","33322142","-","-","0.9","Log unit","2.072","ln unit","Serum","","","","","",""
"CN1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(C)S4","-","-","177","Olanzapine","A140590","33322142","-","-","0.78","Log unit","1.796","ln unit","Plasma","","","","","",""
"C1CCN2N=NN=C2CC1","-","-","188","PENTYLENETETRAZOLE","A140590","33322142","-","-","-0.03","Log unit","-0.06908","ln unit","Serum","","","","","",""
"C1CCN(CC1)C2(CCCCC2)C3=CC=CC=C3","-","-","189","phencyclidine","A140590","33322142","-","-","0.44","Log unit","1.013","ln unit","Serum","","","","","",""
"CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3","-","-","190","Phenylbutazone","A140590","33322142","-","-","-0.52","Log unit","-1.197","ln unit","Blood","","","","","",""
"CC(C)NCC(O)COC1=CC=CC2=C1C=CN2","-","-","194","Pindolol","A140590","33322142","-","-","-0.15","Log unit","-0.3454","ln unit","Blood","","","","","",""
"CC(C)NCC(O)COC1=CC(C)=CC=C1","-","-","243","Toliprolol","A140590","33322142","-","-","0.47","Log unit","1.082","ln unit","Blood","","","","","",""
"CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=C(Cl)C=CC=C3","-","-","195","PK-11195","A140590","33322142","-","-","0.48","Log unit","1.105","ln unit","Plasma","","","","","",""
"CC(C)C1=CC=CC(C(C)C)=C1O","-","-","199","Propofol","A140590","33322142","-","-","0.48","Log unit","1.105","ln unit","Blood","","","","","",""
"C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1","-","-","202","pyrene","A140590","33322142","-","-","0.23","Log unit","0.5296","ln unit","Plasma","","","","","",""
"COC1=C(OC2CCCC2)C=C(C=C1)C3CNC(=O)C3","-","-","206","rolipram","A140590","33322142","-","-","0.61","Log unit","1.405","ln unit","Blood","","","","","",""
"NC(=N)SCCF","-","-","207","S-2fluoroethylisothiourea","A140590","33322142","-","-","-0.27","Log unit","-0.6217","ln unit","Blood","","","","","",""
"CSC(N)=N","-","-","230","S-methylisothiourea","A140590","33322142","-","-","-0.6","Log unit","-1.382","ln unit","Blood","","","","","",""
"CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1","-","-","208","salbutamol","A140590","33322142","-","-","-1.3","Log unit","-2.993","ln unit","Plasma","","","","","",""
"CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC3=CC=CC=C3)NC(=O)C(CC(N)=O)NC(=O)C4=NC5=C(C=CC=C5)C=C4","-","-","210","saquinavir","A140590","33322142","-","-","-1.03","Log unit","-2.372","ln unit","Plasma","","","","","",""
"CN(CC=CC#CC(C)(C)C)CC1=C2C=CC=CC2=CC=C1","-","-","234","terbinafine","A140590","33322142","-","-","0.09","Log unit","0.2072","ln unit","Plasma","","","","","",""
"CN1C=NC2=C1C(=O)NC(=O)N2C","-","-","236","theobromine","A140590","33322142","-","-","-0.3","Log unit","-0.6908","ln unit","Plasma","","","","","",""
"S=C(NC1CCCCC1)N2CCC(CC2)C3=CNC=N3","-","-","239","thioperamide","A140590","33322142","-","-","-0.16","Log unit","-0.3684","ln unit","Blood","","","","","",""
"ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1","-","-","251","Nordazepam","A140590","33322142","-","-","0.5","Log unit","1.151","ln unit","Blood","","","","","",""
"CN(C)C1=NC=CC(=C1)C2=NNC(N)=N2","-","-","252","BBCPD10","A140590","33322142","-","-","-1.17","Log unit","-2.694","ln unit","Blood","","","","","",""
"CCC(NC(=O)C1=C(C)C(=NC2=C1C=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4","-","-","253","SB222200","A140590","33322142","-","-","0.3","Log unit","0.6908","ln unit","Blood","","","","","",""
"CC(C)C1=NC(=NO1)C2=C3CN(C)C(=O)C4=C(C=CC=C4Cl)N3C=N2","-","-","254","L-663,581","A140590","33322142","-","-","-0.3","Log unit","-0.6908","ln unit","Blood","","","","","",""
"CN1CC2=C(N=CN2C3=C(C(Cl)=CC=C3)C1=O)C4=NOC(=N4)C(C)(C)O","-","-","255","L-663,581 Mono-Hydroxylated metabolite","A140590","33322142","-","-","-1.34","Log unit","-3.085","ln unit","Blood","","","","","",""
"CN1CC2=C(N=CN2C3=C(C(Cl)=CC=C3)C1=O)C4=NOC(=N4)C(C)(O)CO","-","-","256","L-663,581 Bis-Hydrolated","A140590","33322142","-","-","-1.82","Log unit","-4.191","ln unit","Blood","","","","","",""
"C1CNC2=C(C1)C=CC=C2","-","-","257","1,2,3,4-tetrahydroquinoline","A140590","33322142","-","-","0.65","Log unit","1.497","ln unit","","","","","","",""
"CC1=NN=C2C(O)N=C(C3=CC=CC=C3)C4=C(C=CC(Cl)=C4)N12","-","-","258","4-Hydroxyalprazolam","A140590","33322142","-","-","-1.48","Log unit","-3.408","ln unit","","","","","","",""
"CC(=O)OC1=CC=CC=C1C(O)=O","-","-","259","Acetylsalicylic acid","A140590","33322142","-","-","-0.5","Log unit","-1.151","ln unit","","","","","","",""
"CC(N)CC1=CC=CC=C1","-","-","260","Amphetamine","A140590","33322142","-","-","0.93","Log unit","2.141","ln unit","","","","","","",""
"CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3","-","-","261","Atropine","A140590","33322142","-","-","-0.06","Log unit","-0.1382","ln unit","","","","","","",""
"CN(C)C1=CC=C(O1)C2=CC=CC(NC3=C(C=CN3)N(=O)=O)=C2","-","-","262","BBcpd18 (ranitidine analog)","A140590","33322142","-","-","-0.27","Log unit","-0.6217","ln unit","","","","","","",""
"CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(OC2(O)C7CCCN7C1=O)C(C)C","-","-","263","Bromocriptine","A140590","33322142","-","-","-1.1","Log unit","-2.533","ln unit","","","","","","",""
"O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)C4=NC=CC=N4","-","-","264","Buspirone","A140590","33322142","-","-","0.48","Log unit","1.105","ln unit","","","","","","",""
"COC1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C3SCC(CSC4=NN=NN4C)=C(N3C1=O)C(O)=O","-","-","266","Cefotetan","A140590","33322142","-","-","-1.89","Log unit","-4.352","ln unit","","","","","","",""
"FC(F)OC(F)C(F)(F)F","-","-","267","Desflurane","A140590","33322142","-","-","0.11","Log unit","0.2533","ln unit","","","","","","",""
"COC1=CC(=CC(OC)=C1O)C2C3C(COC3=O)C(OC4OC5COC(C)OC5C(O)C4O)C6=CC7=C(OCO7)C=C26","-","-","268","Etoposide","A140590","33322142","-","-","-2.0","Log unit","-4.605","ln unit","","","","","","",""
"OC(=O)C1=CC(O)=CC=C1O","-","-","270","gentisic acid","A140590","33322142","-","-","0.08","Log unit","0.1842","ln unit","","","","","","",""
"COC1=C(CCCCNC2=NC(=O)C(CC3=CN=C(C)C=C3)=CN2)N=CC=C1","-","-","272","icotidine","A140590","33322142","-","-","-2.0","Log unit","-4.605","ln unit","","","","","","",""
"NC(CC1=CC(O)=C(O)C=C1)C(O)=O","-","-","273","levodopa","A140590","33322142","-","-","-0.77","Log unit","-1.773","ln unit","","","","","","",""
"CN1CCC23CCCCC2C1CC4=CC=C(O)C=C34","-","-","274","LEVORPHANOL","A140590","33322142","-","-","0.0","Log unit","0.0","ln unit","","","","","","",""
"FC(F)(F)CC(Cl)Br","-","-","275","Lin_train_45","A140590","33322142","-","-","0.35","Log unit","0.8059","ln unit","","","","","","",""
"FC(Br)CC(F)(F)F","-","-","276","Lin_train_55","A140590","33322142","-","-","0.27","Log unit","0.6217","ln unit","","","","","","",""
"CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O","-","-","278","Methotrexate","A140590","33322142","-","-","-1.52","Log unit","-3.5","ln unit","","","","","","",""
"COC1=CC=C(CCNCCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC","-","-","281","Norverapamil","A140590","33322142","-","-","-0.64","Log unit","-1.474","ln unit","","","","","","",""
"CCCN1CC(CSC)CC2C1CC3=CNC4=CC=CC2=C34","-","-","282","Pergolide","A140590","33322142","-","-","0.3","Log unit","0.6908","ln unit","","","","","","",""
"CN1CCC2(C)C1N(C)C3=C2C=C(OC(=O)NC4=CC=CC=C4)C=C3","-","-","283","Phenserine","A140590","33322142","-","-","1.0","Log unit","2.303","ln unit","","","","","","",""
"CCC1(C(=O)NCNC1=O)C2=CC=CC=C2","-","-","284","Primidone","A140590","33322142","-","-","-0.07","Log unit","-0.1612","ln unit","","","","","","",""
"COC1=CC2=C(C=CN=C2C=C1)C(O)C3CC4CCN3CC4C=C","-","-","285","quinidine","A140590","33322142","-","-","-0.46","Log unit","-1.059","ln unit","","","","","","",""
"OC(=O)CNC(=O)C1=CC=CC=C1O","-","-","286","Salicyluric acid","A140590","33322142","-","-","-0.44","Log unit","-1.013","ln unit","","","","","","",""
"CN(C)CC1=CC=C(CSCCNC2=NC(=O)C(CC3=CC=C4C=CC=CC4=C3)=CN2)O1","-","-","287","SK&F 93319","A140590","33322142","-","-","-1.3","Log unit","-2.993","ln unit","","","","","","",""
"NC1=C2CCCCC2=NC3=C1C=CC=C3","-","-","288","Tacrine","A140590","33322142","-","-","-0.13","Log unit","-0.2993","ln unit","","","","","","",""
"CC1=CC=C(CC2=CNC(NCCCCC3=NC=C(Br)C=C3C)=NC2=O)C=N1","-","-","289","temelastine","A140590","33322142","-","-","-1.88","Log unit","-4.329","ln unit","","","","","","",""
"OCC1=NN=C2CN=C(C3=CC=CC=C3)C4=CC(Cl)=CC=C4N12","-","-","291","alpha-Hydroxyalprazolam","A140590","33322142","-","-","-1.27","Log unit","-2.924","ln unit","","","","","","",""
"CC1(O)NC=C2CN=C(C3=CC=CC=C3F)C4=CC(Cl)=CC=C4N12","-","-","330","1-hydroxymidazolam","A140590","33322142","-","-","-0.07","Log unit","-0.1612","ln unit","","","","","","",""
"NC(=O)N1C2=C(C=CC=C2)C3OC3C4=C1C=CC=C4","-","-","265","carbamazepine-10,11-epoxide","A140590","33322142","-","-","-0.34","Log unit","-0.7829","ln unit","","","","","","",""
"CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=C(OC3=CC=C(OCCN4CCCCC4)C=C3)C5=C(C=C2)C=C(O)C=C5","-","-","292","-","A140590","33322142","-","-","-0.37","Log unit","-0.852","ln unit","","","","","","",""
"CS(=O)(=O)C1=CC=C(C=C1)C2=C(OC3=CC=C(OCCN4CCCCC4)C=C3)C5=C(C=C2)C=C(O)C=C5","-","-","293","-","A140590","33322142","-","-","-0.81","Log unit","-1.865","ln unit","","","","","","",""
"CCS(=O)(=O)C1=CC=C(C=C1)C2=C(OC3=CC=C(OCCN4CCCCC4)C=C3)C5=C(C=C2)C=C(O)C=C5","-","-","294","-","A140590","33322142","-","-","-0.92","Log unit","-2.118","ln unit","","","","","","",""
"OC1=CC2=C(C=C1)C(OC3=CC=C(OCCN4CCCCC4)C=C3)=C(C=C2)C5=CC=CC(=C5)C#N","-","-","295","-","A140590","33322142","-","-","0.17","Log unit","0.3914","ln unit","","","","","","",""
"OC1=CC(=CC=C1)C2=C(OC3=CC=C(OCCN4CCCCC4)C=C3)C5=C(C=C2)C=C(O)C=C5","-","-","296","-","A140590","33322142","-","-","-0.57","Log unit","-1.312","ln unit","","","","","","",""
"OC1=CC=C(C=C1)C2=C(OC3=CC=C(OCCN4CCCCC4)C=C3)C5=C(C=C2)C=C(O)C=C5","-","-","297","-","A140590","33322142","-","-","-0.77","Log unit","-1.773","ln unit","","","","","","",""
"OC1=CC2=C(C=C1)C(OC3=CC=C(OCCN4CCCCC4)C=C3)=C(C=C2)C5=CC=C(F)C=C5","-","-","298","-","A140590","33322142","-","-","1.25","Log unit","2.878","ln unit","","","","","","",""
"OC1=CC2=C(C=C1)C(OC3=CC=C(OCCN4CCCCC4)C=C3)=C(C=C2)C5=CC=CC(F)=C5","-","-","299","-","A140590","33322142","-","-","0.73","Log unit","1.681","ln unit","","","","","","",""
"OC1=CC2=C(C=C1)C(OC3=CC=C(OCCN4CCCCC4)C=C3)=C(C=C2)C5=CC=C(F)C(F)=C5","-","-","300","-","A140590","33322142","-","-","0.92","Log unit","2.118","ln unit","","","","","","",""
"FC(F)(F)C1=C(Cl)N=C(C=C1)N2CCNCC2","-","-","302","Org12692","A140590","33322142","-","-","1.64","Log unit","3.776","ln unit","","","","","","",""
"CN1CC2=C(N=CN2C3=C(SC=C3)C1=O)C(=O)OC(C)(C)C","-","-","303","RO19-4603","A140590","33322142","-","-","-0.25","Log unit","-0.5756","ln unit","","","","","","",""
"NC1=C(I)C=C(C=C1)C2=NC3=CC=C(O)C=C3S2","-","-","304","2-(3'-Iodo-4'-aminophenyl)-6-hydroxybenzothiazole","A140590","33322142","-","-","0.18","Log unit","0.4145","ln unit","","","","","","",""
"ClC1=CC=CC(OC2CCN(CCC3CCCN3S(=O)(=O)C4=CC5=C(C=CN5)C=C4)CC2)=C1","-","-","305","SB-656104-A","A140590","33322142","-","-","-0.05","Log unit","-0.1151","ln unit","","","","","","",""
"CN1N=C(C(=O)NC2CC3CCCC(C2)N3C)C4=CC=CC=C14","-","-","306","granisetron","A140590","33322142","-","-","-0.69","Log unit","-1.589","ln unit","","","","","","",""
"CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O","-","-","307","Zidovudine","A140590","33322142","-","-","-0.89","Log unit","-2.049","ln unit","","","","","","",""
"CCC(=C(C1=CC=CC=C1)C2=CC=C(OCCN(C)C)C=C2)C3=CC=CC=C3","-","-","308","Tamoxifen","A140590","33322142","-","-","0.92","Log unit","2.118","ln unit","","","","","","",""
"OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl","-","-","309","Chlorambucil","A140590","33322142","-","-","-1.7","Log unit","-3.914","ln unit","","","","","","",""
"COC1=CC=CN=C1CCCCNC2=NC=C(CC3=CC=CC(C)=N3)C(=O)N2","-","-","313","SKF 93319","A140590","33322142","-","-","-1.3","Log unit","-2.993","ln unit","","","","","","",""
"CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(C=CC=C4Br)N2C=N1","-","-","314","bretazenil","A140590","33322142","-","-","-0.09","Log unit","-0.2072","ln unit","","","","","","",""
"FC(F)(F)C1=CC(OC2CCN(CCCCNC(=O)C3=CC=C(Br)C=C3)CC2)=CC=C1","-","-","315","Piperidinederivatives 1","A140590","33322142","-","-","1.04","Log unit","2.395","ln unit","","","","","","",""
"FC(F)(F)C1=CC(NC2CCN(CCCCNC(=O)C3=CC=C(Br)C=C3)CC2)=CC=C1","-","-","316","Piperidinederivatives 2","A140590","33322142","-","-","1.18","Log unit","2.717","ln unit","","","","","","",""
"FC(F)(F)C1=CC(OC2CCN(CCCCNC(=O)C3=CC=NC4=C3C=CC=C4)CC2)=CC=C1","-","-","317","Piperidinederivatives 3","A140590","33322142","-","-","0.48","Log unit","1.105","ln unit","","","","","","",""
"CC(=O)NC1CCC(CCN2CCN(CC2)C3=CC=CC(Cl)=C3Cl)CC1","-","-","318","Piperazinederivatives 6","A140590","33322142","-","-","1.08","Log unit","2.487","ln unit","","","","","","",""
"CCC(=O)NC1CCC(CCN2CCN(CC2)C3=CC=CC(Cl)=C3Cl)CC1","-","-","319","Piperazinederivatives 7","A140590","33322142","-","-","0.9","Log unit","2.072","ln unit","","","","","","",""
"CS(=O)(=O)NC1CCC(CCN2CCN(CC2)C3=CC=CC(Cl)=C3Cl)CC1","-","-","320","Piperazinederivatives 8","A140590","33322142","-","-","1.0","Log unit","2.303","ln unit","","","","","","",""
"COC1=C(C=CC=C1)N2CCN(CCCCNC(=O)C3=CC4=C(C=CC=C4)C=C3)CC2","-","-","321","Piperazinederivatives 12","A140590","33322142","-","-","0.78","Log unit","1.796","ln unit","","","","","","",""
"FC=COC=CF","-","-","322","S111","A140590","33322142","-","-","0.13","Log unit","0.2993","ln unit","","","","","","",""
"COC1=CC2=C(C(CNC3CCCNC3C4=CC=CC=C4)=C1)OCC2","-","-","323","S115","A140590","33322142","-","-","0.39","Log unit","0.898","ln unit","","","","","","",""
"NCCN1N=CC2=C1C=C(Cl)C(Cl)=C2","-","-","324","S114","A140590","33322142","-","-","0.11","Log unit","0.2533","ln unit","","","","","","",""
"CN(C)CCCN1C2CCCCCC2CCC3=CC=CC=C13","-","-","325","S113 amitryptalline","A140590","33322142","-","-","0.83","Log unit","1.911","ln unit","","","","","","",""
"CC1CCN(CCC2CCN2S(=O)(=O)C3=CC=CC(O)=C3)CC1","-","-","326","S118","A140590","33322142","-","-","-0.08","Log unit","-0.1842","ln unit","","","","","","",""
"COC1=CC2=C(C=C1)N(C(C)C2CC(O)=O)C(=O)C3=CC=C(Cl)C=C3","-","-","327","-","A140590","33322142","-","-","-1.26","Log unit","-2.901","ln unit","","","","","","",""
"CCC1=CC(NC(C)=NC2=CC=CC(CC)=C2)=CC=C1","-","-","328","-","A140590","33322142","-","-","1.2","Log unit","2.763","ln unit","","","","","","",""
"CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1","-","-","331","Bupropion","A140590","33322142","-","-","1.4","Log unit","3.224","ln unit","","","","","","",""
"NC(N)=O","-","-","332","Urea","A140590","33322142","-","-","-1.04","Log unit","-2.395","ln unit","","","","","","",""
"CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1","-","-","333","Acebutolol","A140590","33322142","-","-","-0.15","Log unit","-0.3454","ln unit","","","","","","",""
"NC1=NC(=O)C2=C(N1)N(COCCO)C=N2","-","-","334","Acyclovir","A140590","33322142","-","-","-0.84","Log unit","-1.934","ln unit","","","","","","",""
"CC(C)NCC(O)COC1=CC=CC=C1CC=C","-","-","335","Alprenolol","A140590","33322142","-","-","-0.23","Log unit","-0.5296","ln unit","","","","","","",""
"CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1","-","-","336","betaxolol","A140590","33322142","-","-","0.39","Log unit","0.898","ln unit","","","","","","",""
"CC(C)(C)NCC(O)COC1=CC=CC=C1C#N","-","-","337","Bunitrolol","A140590","33322142","-","-","0.38","Log unit","0.875","ln unit","","","","","","",""
"COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1","-","-","339","Donepezil","A140590","33322142","-","-","0.89","Log unit","2.049","ln unit","","","","","","",""
"CN(C)C(=O)C(CCN1CCC(O)(CC1)C2=CC=C(Cl)C=C2)(C3=CC=CC=C3)C4=CC=CC=C4","-","-","341","loperamide","A140590","33322142","-","-","0.77","Log unit","1.773","ln unit","","","","","","",""
"COCCC1=CC=C(OCC(O)CNC(C)C)C=C1","-","-","342","metoprolol","A140590","33322142","-","-","1.15","Log unit","2.648","ln unit","","","","","","",""
"COC1=CC2=C(C=C1)N=C(N2)S(=O)CC3=NC=C(C)C(OC)=C3C","-","-","343","Omeprazole","A140590","33322142","-","-","-0.82","Log unit","-1.888","ln unit","","","","","","",""
"NC(=O)C1=NN(C=N1)C2OC(CO)C(O)C2O","-","-","344","Ribavirin","A140590","33322142","-","-","-0.67","Log unit","-1.543","ln unit","","","","","","",""
"CN1C2CC(CC1C3OC23)OC(=O)C(CO)C4=CC=CC=C4","-","-","345","Scopolamine","A140590","33322142","-","-","0.23","Log unit","0.5296","ln unit","","","","","","",""
"CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O","-","-","346","Secobarbital","A140590","33322142","-","-","0.2","Log unit","0.4605","ln unit","","","","","","",""
"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","-","-","347","Sotalol","A140590","33322142","-","-","-0.28","Log unit","-0.6447","ln unit","","","","","","",""
"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4","-","-","348","Terfenadine","A140590","33322142","-","-","0.64","Log unit","1.474","ln unit","","","","","","",""
"CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O","-","-","349","tretinoin","A140590","33322142","-","-","-0.49","Log unit","-1.128","ln unit","","","","","","",""
"CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F","-","-","350","triflupromazine","A140590","33322142","-","-","1.44","Log unit","3.316","ln unit","","","","","","",""
"CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C3=CC=C(C)C=C3","-","-","351","zolpidem","A140590","33322142","-","-","-0.48","Log unit","-1.105","ln unit","","","","","","",""
"CCCCN1CC2CC3=CC(OC)=C(OC)C=C3C2C1","-","-","353","AR-1D9859","A140590","33322142","-","-","0.31","Log unit","0.7138","ln unit","","","","","","",""
"CNC(C)CC1CCCCC1","-","-","354","Propylhexedrine","A140590","33322142","-","-","1.08","Log unit","2.487","ln unit","","","","","","",""
"COC1=C2OC3CC(O)C=CC34CCN(C)CC(C=C1)=C24","-","-","355","galanthamine","A140590","33322142","-","-","0.32","Log unit","0.7368","ln unit","","","","","","",""
"CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN4CCN(C)CC4)C=C1","-","-","356","BUTAPERAZINE","A140590","33322142","-","-","0.83","Log unit","1.911","ln unit","","","","","","",""
"O=C1C=CC=C2C3CNCC(C3)CN12","-","-","358","cytisine","A140590","33322142","-","-","-1.09","Log unit","-2.51","ln unit","","","","","","",""
"COC1=CC=CC2=C1C(=O)C3=C(C(O)=C4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4=C3O)C(=O)CO)C2=O","-","-","360","Doxorubicin","A140590","33322142","-","-","-0.83","Log unit","-1.911","ln unit","","","","","","",""
